att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,target
-0.869182,-2.206586,-2.989571,-3.510035,-3.289364,-3.007315,-2.240611,-1.711585,-1.80555,-1.418332,-0.901734,-0.768253,-0.875757,-0.948603,-0.774895,-0.820882,-0.968683,-0.835263,-0.863835,-0.875446,-0.799029,-0.806448,-0.810502,-0.833836,-0.757048,-0.736297,-0.806262,-0.883133,-0.913466,-0.777453,-0.852495,-0.940517,-0.932805,-0.880506,-0.773254,-0.958644,-0.919538,-0.7998,-0.83439,-0.854713,-0.855831,-0.672164,-0.661092,-0.506978,-0.355395,-0.421771,-0.536252,-0.325963,-0.31717,-0.377306,-0.329891,-0.176494,-0.195709,-0.160406,-0.149246,-0.124091,-0.028447,0.02618,-0.150072,-0.153938,-0.14604,-0.021657,-0.014306,0.039257,0.204935,0.116025,0.084304,0.111239,0.21273,0.261638,0.135369,0.300745,0.451439,0.403572,0.483838,0.51391,0.568639,0.537023,0.418852,0.370961,0.37716,0.47554,0.496425,0.472735,0.446783,0.468397,0.507823,0.539814,0.452662,0.538973,0.39855,0.462456,0.516863,0.468599,0.555776,0.629731,0.773148,0.888067,0.803177,0.769369,1.090631,1.19697,1.329643,1.505015,1.562884,1.576081,1.40327,1.285821,1.104725,1.121968,0.952805,0.783209,0.609461,0.342518,0.405035,0.456447,0.501914,0.523281,0.434532,0.435729,0.588817,0.558939,0.366124,0.417869,0.627888,0.685419,0.599366,0.614415,0.72862,0.872166,1.166905,1.296914,1.288558,1.533431,1.509486,1.390213,1.365502,1.322504,1.852126,1.541934,1
0.194039,-2.626977,-4.094685,-4.530522,-4.122782,-3.082061,-1.90643,-1.6267,-0.988817,-0.262528,-0.354858,-0.243608,-0.211746,-0.264789,-0.232645,-0.243897,-0.30768,-0.289625,-0.268591,-0.276675,-0.375085,-0.357523,-0.486995,-0.557677,-0.443173,-0.542935,-0.592436,-0.600291,-0.627438,-0.74286,-0.667991,-0.853943,-0.816404,-0.929503,-0.929767,-0.938411,-0.932042,-0.941174,-0.945182,-0.875734,-0.745438,-0.726598,-0.667934,-0.391403,-0.35894,-0.363691,-0.248778,-0.244371,-0.179741,-0.137755,0.024927,-0.019682,0.065832,0.132265,0.109215,0.125175,0.276567,0.218311,0.215192,0.271551,0.326624,0.253564,0.282116,0.493072,0.388126,0.427763,0.521775,0.589669,0.616853,0.682998,0.709781,0.740747,0.646516,0.698445,0.630128,0.766374,0.728445,0.661341,0.704551,0.526514,0.63809,0.64316,0.493774,0.551673,0.46525,0.558706,0.440342,0.386932,0.383402,0.410954,0.38578,0.377421,0.402615,0.326487,0.361694,0.36688,0.374024,0.448191,0.591371,0.887799,1.23097,1.312034,1.428437,1.576414,1.790101,1.657684,1.650018,1.624976,1.331313,1.21395,0.961732,0.678001,0.313267,-0.063886,-0.190387,-0.272322,-0.236931,-0.229029,-0.24001,-0.336114,-0.21047,-0.182565,-0.116,-0.174899,-0.17892,-0.10488,-0.090409,-0.120835,-0.051126,0.140084,0.841724,1.270668,1.113584,1.122184,0.886185,0.724368,0.706642,0.867612,1.295147,-1.284823,1
1.381994,0.366216,-2.401998,-4.229397,-4.93727,-5.056184,-3.852633,-2.16587,-1.975625,-1.108136,-0.114639,-0.197916,-0.246022,-0.104141,-0.046411,-0.067893,0.234883,0.321793,0.275635,0.211153,0.255588,0.225963,0.334205,0.269907,0.344605,0.281246,0.554793,0.499932,0.324749,0.192254,0.274768,0.163061,0.076353,0.122412,-0.141462,-0.210374,-0.014105,0.061627,-0.111649,-0.072694,-0.055701,0.066339,0.065868,0.057606,0.232338,0.264572,0.466643,0.525326,0.634073,0.433172,0.398409,0.500804,0.555254,0.698316,0.57229,0.524015,0.648889,0.597467,0.562868,0.584636,0.544155,0.490854,0.573915,0.515149,0.487883,0.597627,0.640415,0.753572,0.65542,0.6551,0.745351,0.74075,0.658202,0.737413,0.599844,0.652704,0.733905,0.610801,0.575327,0.653323,0.648075,0.450934,0.487128,0.378878,0.41128,0.40843,0.222067,0.164961,0.138959,0.220807,0.133765,0.130949,0.061105,0.027412,0.001307,0.075516,-0.014458,0.025507,0.042834,0.134407,0.041721,-0.052772,-0.053966,0.110942,0.261751,0.394165,0.523211,0.846246,1.014927,0.881034,0.623361,0.343294,0.126549,0.031104,0.126914,-0.023385,-0.370959,-0.715931,-0.878297,-0.883724,-1.054056,-1.078006,-1.070288,-1.008688,-1.127736,-1.058495,-0.892732,-0.839039,-0.904362,-1.308129,-1.140519,-0.54975,0.285517,0.60329,0.943507,1.122961,1.202002,0.623891,-0.158107,0.239078,1
0.860182,-0.141862,-1.967378,-2.988894,-3.805493,-3.534936,-2.57274,-1.941084,-1.567929,-0.666607,-0.390571,-0.440486,-0.347727,-0.336344,-0.350927,-0.41944,-0.425386,-0.398429,-0.449303,-0.494098,-0.463151,-0.539096,-0.664902,-0.669836,-0.595772,-0.702554,-0.840502,-0.857966,-0.948296,-0.870693,-1.051573,-1.114101,-1.069365,-1.226425,-1.192534,-1.21034,-1.330285,-1.282157,-1.289428,-1.103787,-1.054033,-1.001743,-1.031815,-0.861514,-0.704421,-0.671672,-0.520763,-0.478669,-0.429877,-0.279264,-0.260865,-0.335117,-0.168619,-0.208169,-0.193048,-0.182487,-0.134857,-0.067826,-0.028168,0.041396,0.046458,0.094237,0.090329,0.222964,0.370015,0.437977,0.393231,0.341725,0.452222,0.503429,0.5296,0.576404,0.638399,0.658974,0.517875,0.556233,0.510955,0.59078,0.559242,0.549868,0.481233,0.470626,0.440197,0.389795,0.367953,0.372775,0.331092,0.386403,0.34362,0.302519,0.427506,0.337908,0.393772,0.314255,0.463018,0.35811,0.306326,0.427413,0.36589,0.450209,0.470553,0.552744,0.926252,1.142321,1.273515,1.446406,1.573699,1.946601,2.266661,2.176093,2.037101,1.858427,1.74443,1.54702,1.263753,0.743927,0.192744,-0.005123,-0.004545,-0.004478,-0.13646,0.041175,-0.01151,0.056577,0.046861,0.044559,0.081305,0.015736,0.11643,0.124441,0.174176,0.381204,1.014294,1.573546,1.26404,1.492234,1.614579,1.394272,0.592712,0.573933,1
-0.501621,-1.088584,-1.939749,-3.888458,-3.95113,-3.70565,-2.87372,-1.951708,-1.150802,-0.888869,-0.451111,-0.129665,-0.062786,-0.150131,-0.306134,-0.604972,-0.780085,-0.685351,-0.648177,-0.642548,-0.566719,-0.499303,-0.455607,-0.497356,-0.478403,-0.43097,-0.348932,-0.381202,-0.344358,-0.2894,-0.350776,-0.34159,-0.358915,-0.355204,-0.425725,-0.399055,-0.454469,-0.433831,-0.497517,-0.594843,-0.60672,-0.610332,-0.597903,-0.591794,-0.557886,-0.527131,-0.547548,-0.474951,-0.41805,-0.379777,-0.334534,-0.302201,-0.29337,-0.332073,-0.276968,-0.262871,-0.254686,-0.278847,-0.249861,-0.324669,-0.30076,-0.375368,-0.286387,-0.309985,-0.325414,-0.29185,-0.264658,-0.270923,-0.236016,-0.228615,-0.225459,-0.206124,-0.223887,-0.218515,-0.144808,-0.119816,-0.147371,-0.037944,-0.085063,-0.046367,-0.033447,-0.004885,0.014001,0.026848,0.053282,0.062308,0.07206,0.102689,0.130767,0.142543,0.212269,0.239124,0.240772,0.257073,0.302288,0.294895,0.236294,0.314842,0.39682,0.408404,0.463355,0.458865,0.526108,0.544104,0.536033,0.556247,0.637021,0.675993,0.765119,0.974036,1.148081,1.3256,1.586533,1.703607,1.763508,1.733021,1.57134,1.41241,1.250731,0.991591,0.645983,0.549697,0.54583,0.628447,0.659945,0.649742,0.631969,0.673074,0.656847,0.704764,0.776846,0.828116,1.196796,1.445075,1.505033,1.765617,2.033467,2.039252,2.589474,2.854707,1
-0.533342,-1.855668,-2.214038,-3.133411,-3.417137,-3.060447,-2.256298,-1.765698,-1.622289,-1.154728,-0.867771,-0.906472,-0.871305,-0.874358,-0.881587,-0.903144,-0.866072,-0.868655,-0.846349,-0.844491,-0.853477,-0.86196,-0.809438,-0.841696,-0.873372,-0.889158,-0.908974,-0.869721,-0.884123,-0.90523,-0.939801,-0.951165,-0.967503,-0.992502,-1.00055,-0.954948,-0.948635,-0.904114,-0.896587,-0.812672,-0.789244,-0.710102,-0.669553,-0.613765,-0.599359,-0.517188,-0.450202,-0.395218,-0.380447,-0.393367,-0.350223,-0.349682,-0.305884,-0.287221,-0.259204,-0.283173,-0.266367,-0.262714,-0.168423,-0.194693,-0.129772,-0.129587,-0.104982,-0.064818,-0.053428,-0.013164,0.050629,0.077997,0.12776,0.165217,0.190378,0.225302,0.24943,0.317329,0.377782,0.389977,0.398442,0.410333,0.410155,0.435941,0.389142,0.425783,0.408879,0.439098,0.417088,0.445161,0.384284,0.457513,0.454423,0.451971,0.452234,0.470062,0.448176,0.494183,0.509647,0.517675,0.67689,0.78404,0.874245,0.945658,1.024896,1.086715,1.252774,1.367545,1.322767,1.326218,1.218443,1.116781,1.048106,0.939743,0.877876,0.810941,0.644228,0.600552,0.608785,0.596909,0.621062,0.633525,0.681341,0.645812,0.678746,0.670059,0.74092,0.787193,0.739835,0.793846,0.820023,0.914868,1.101911,1.40952,1.70477,1.75777,2.014008,2.098302,1.915233,1.582677,1.332192,1.274663,1.199429,0.31686,1
0.851784,-1.486278,-3.904367,-4.941625,-4.282336,-3.097064,-1.931202,-1.56909,-1.05213,-0.106552,-0.066951,-0.112772,-0.058699,-0.046265,-0.133789,-0.176517,-0.111623,-0.136437,-0.11581,-0.213042,-0.205577,-0.29667,-0.308357,-0.455238,-0.500143,-0.452783,-0.573128,-0.702751,-0.645721,-0.69647,-0.781083,-0.891827,-0.920716,-0.914562,-1.026369,-1.002659,-0.978867,-0.904768,-0.695012,-0.684932,-0.519781,-0.456504,-0.31031,-0.266268,-0.101574,0.031052,0.003553,0.040426,0.062551,0.069681,0.220404,0.11792,0.130158,0.246756,0.208266,0.252812,0.29164,0.440667,0.269584,0.443393,0.412742,0.364752,0.462626,0.352372,0.55309,0.593589,0.614589,0.579775,0.669155,0.715678,0.706251,0.773331,0.72942,0.777012,0.701295,0.632034,0.609404,0.57457,0.648863,0.548229,0.438839,0.476392,0.435901,0.458626,0.322018,0.299274,0.25183,0.318201,0.248174,0.23915,0.345822,0.17788,0.160337,0.165017,0.19063,0.266876,0.328338,0.47325,0.65288,0.935633,1.085916,1.235064,1.44114,1.668081,1.752916,1.736341,1.566102,1.26138,0.9763,0.681427,0.518496,0.164885,-0.176022,-0.490257,-0.544657,-0.539813,-0.581558,-0.662578,-0.622856,-0.589547,-0.732321,-0.607695,-0.673423,-0.592101,-0.599316,-0.532528,-0.530163,-0.414046,-0.225103,0.326661,1.029063,0.857631,0.866286,1.124497,1.169914,0.969577,1.128715,1.724453,1.781905,-0.00264,1
0.405063,-1.492167,-3.043682,-4.54577,-4.360636,-3.447116,-2.313015,-1.725849,-1.528554,-0.63867,-0.376825,-0.48128,-0.465013,-0.315731,-0.390318,-0.417029,-0.42017,-0.362813,-0.28319,-0.376958,-0.42788,-0.396539,-0.438027,-0.523653,-0.434378,-0.530583,-0.74205,-0.651967,-0.614461,-0.553307,-0.767897,-0.892662,-0.802077,-0.882849,-0.865723,-0.928879,-0.933326,-0.889584,-0.905177,-0.840114,-0.8017,-0.634034,-0.401855,-0.31076,-0.265444,-0.326036,-0.197043,-0.121223,-0.088213,0.132344,0.080903,0.030939,-0.017912,0.162527,0.143746,0.078192,0.282119,0.189867,0.209513,0.322228,0.195762,0.313612,0.367433,0.608722,0.328834,0.380231,0.418262,0.44467,0.545314,0.563246,0.788045,0.766661,0.63092,0.577373,0.53479,0.540969,0.591719,0.631934,0.592258,0.442729,0.444401,0.423999,0.403441,0.407355,0.521978,0.35379,0.438872,0.319291,0.474207,0.424562,0.33873,0.302986,0.378432,0.345342,0.33042,0.289957,0.481163,0.479701,0.737384,0.990836,1.064877,1.158442,1.450219,1.733962,2.010026,1.936991,1.880579,1.831117,1.579383,1.2725,1.185463,0.818864,0.308719,-0.087379,-0.26094,-0.375737,-0.371606,-0.252182,-0.326089,-0.402221,-0.359316,-0.25799,-0.285607,-0.508996,-0.300325,-0.35952,-0.33406,-0.23291,-0.134297,0.139876,0.792779,1.440471,1.308232,1.292451,1.285523,0.855745,0.468953,0.20059,0.976152,0.83963,1
-2.342714,-3.664154,-3.61978,-3.605382,-3.587441,-3.478074,-2.887623,-1.93363,-1.443661,-1.376043,-0.93933,-0.644692,-0.529949,-0.551752,-0.522252,-0.493123,-0.588911,-0.467449,-0.400975,-0.431546,-0.470198,-0.444694,-0.437064,-0.465676,-0.491317,-0.532555,-0.432124,-0.433018,-0.357063,-0.229337,-0.238809,-0.302913,-0.346178,-0.308109,-0.147813,-0.126158,-0.17099,-0.149707,-0.150795,-0.068107,0.024839,0.20395,0.148134,0.124813,0.267876,0.440644,0.509663,0.611482,0.647408,0.616437,0.621681,0.657234,0.583072,0.461454,0.428355,0.468105,0.292319,0.306917,0.393546,0.401436,0.448957,0.412754,0.322234,0.44566,0.416571,0.378477,0.349747,0.359089,0.314047,0.267158,0.352821,0.341539,0.296898,0.270285,0.252485,0.366782,0.427094,0.450554,0.38971,0.327439,0.311336,0.304446,0.103128,-0.050453,0.273631,0.238997,0.248984,0.213183,0.401608,0.664269,0.720496,0.795414,0.832576,0.977364,1.133029,1.335261,1.491208,1.514876,1.736615,1.904877,1.942672,1.968561,1.671344,1.439871,1.327964,1.163709,1.11418,0.939123,0.708836,0.409562,0.277782,0.134709,0.065745,-0.01389,-0.003845,-0.045558,-0.088683,-0.058289,-0.071773,-0.176958,-0.134712,-0.131234,-0.116779,-0.136517,-0.088805,-0.148631,-0.037178,-0.027414,0.1171,0.391718,0.429371,0.379956,-0.008814,-0.438256,-0.750859,-1.046921,-0.973641,-0.434157,0.231014,-0.51971,1
-0.830812,-3.050562,-4.047605,-4.23266,-3.669619,-2.828234,-1.995891,-1.692275,-1.262289,-0.639729,-0.505831,-0.500048,-0.507569,-0.518526,-0.507693,-0.425796,-0.429588,-0.494672,-0.555703,-0.548195,-0.578201,-0.550336,-0.580732,-0.625853,-0.585328,-0.577364,-0.657485,-0.695493,-0.737016,-0.83202,-0.841163,-0.926535,-0.911192,-0.866367,-0.876103,-0.813613,-0.884513,-0.711686,-0.694291,-0.663693,-0.532696,-0.495553,-0.378954,-0.354239,-0.248754,-0.177155,-0.170748,-0.106152,-0.006826,-0.013239,-0.006804,0.070326,0.076633,0.079222,0.154501,0.110314,0.147863,0.152875,0.231646,0.246428,0.211039,0.198116,0.263931,0.326563,0.385688,0.357419,0.395833,0.502201,0.498128,0.60629,0.556835,0.646304,0.656492,0.724744,0.665935,0.651194,0.709048,0.677493,0.58335,0.578682,0.652146,0.515163,0.561632,0.539182,0.42286,0.546252,0.499081,0.434927,0.453239,0.417823,0.483276,0.419543,0.492339,0.525989,0.440959,0.478533,0.538385,0.750757,0.872177,1.079817,1.220476,1.290105,1.544134,1.715433,1.87694,1.700084,1.646537,1.488252,1.289435,1.140018,0.862185,0.59188,0.172487,-0.129081,-0.143107,-0.259316,-0.291605,-0.225388,-0.215996,-0.235594,-0.223709,-0.257931,-0.161492,-0.282713,-0.318455,-0.239927,-0.206186,-0.161811,-0.032422,0.191974,0.85353,0.948237,0.90354,1.239,1.199447,0.950603,0.939596,1.306431,1.898159,0.170478,1
0.884161,-1.904508,-3.709385,-4.621956,-4.736729,-3.825599,-2.311792,-1.620512,-1.306244,-0.098542,0.10637,0.198375,0.198655,0.137618,0.020096,0.036199,0.151545,0.042447,0.026994,0.062738,-0.03011,-0.031729,0.000731,-0.136892,-0.280356,-0.345875,-0.318839,-0.463,-0.53049,-0.629188,-0.634007,-0.70038,-0.793592,-0.851258,-0.832297,-0.916657,-0.926801,-0.918955,-0.843601,-0.817358,-0.705148,-0.82043,-0.536078,-0.469365,-0.243169,-0.094262,-0.04063,0.064897,0.140702,0.087725,0.099183,0.260418,0.218696,0.293432,0.238947,0.310899,0.351647,0.428584,0.402653,0.398367,0.490326,0.425221,0.491156,0.506758,0.471811,0.514113,0.608314,0.630138,0.807801,0.663556,0.72511,0.903061,0.824375,0.968497,0.91216,0.909981,0.92187,0.872878,0.912037,0.883222,0.690533,0.814712,0.707103,0.72224,0.722265,0.624718,0.483719,0.599157,0.490372,0.481537,0.457008,0.418037,0.366942,0.276968,0.297419,0.28106,0.183151,0.267178,0.171147,0.383208,0.481442,0.28595,0.295018,0.53006,0.64666,0.773364,1.120097,1.492161,1.316952,1.359556,1.155564,0.779095,0.508262,0.691638,0.515309,0.026264,-0.391661,-0.608069,-0.65162,-0.297884,-0.466186,-0.51178,-0.626999,-0.615997,-0.57558,-0.509263,-0.642255,-0.603143,-0.431828,-0.344728,0.306718,1.548267,1.671294,1.207783,1.213045,0.377258,-0.215559,-0.939642,-0.208467,-0.6583,1
1.104851,-0.615047,-2.435768,-3.419215,-4.334261,-4.014565,-2.629394,-1.727761,-1.56726,-0.543444,-0.032608,0.052263,0.047855,0.078844,0.056479,0.065036,-0.132985,-0.106559,-0.166269,-0.167944,-0.177803,-0.338554,-0.399482,-0.466787,-0.407303,-0.525999,-0.453509,-0.590702,-0.692722,-0.739332,-0.812193,-0.898545,-0.930688,-0.854769,-1.035697,-0.978188,-0.990698,-1.083203,-1.028635,-1.043847,-0.983875,-0.92664,-0.846017,-0.650322,-0.658809,-0.577582,-0.426404,-0.241539,-0.299903,-0.232856,-0.166654,-0.16778,-0.226066,-0.03383,-0.091846,-0.107837,0.01243,0.008789,0.135366,0.117156,-0.001962,0.150907,0.090116,0.181957,0.117402,0.300424,0.391882,0.401915,0.430462,0.406665,0.54321,0.559891,0.529726,0.539848,0.683145,0.585525,0.737054,0.528795,0.389525,0.400997,0.418575,0.451117,0.450685,0.552635,0.480971,0.449959,0.445587,0.29426,0.233747,0.268815,0.238097,0.315892,0.38986,0.424614,0.26277,0.175245,0.269519,0.306163,0.185668,0.184848,0.252124,0.372901,0.714213,1.062032,1.190075,1.434988,1.547316,1.954426,2.230051,2.399951,2.180745,1.862329,1.697229,1.232738,1.042,0.724587,0.066087,-0.174062,-0.157364,-0.257228,-0.322603,-0.350086,-0.268172,-0.239519,-0.298552,-0.292789,-0.1705,-0.181101,-0.315131,-0.332502,-0.089673,0.378702,1.454319,1.53312,1.398386,1.706827,1.338531,0.733911,-0.300585,-0.223606,1
-0.695399,-2.000865,-2.631793,-3.309662,-3.695786,-3.514387,-3.095805,-1.983047,-1.124442,-0.84165,-0.364663,-0.001402,-0.019985,0.023049,0.105711,-0.03862,0.12884,0.16927,0.162157,0.059635,0.21489,0.128815,0.0377,0.094186,0.157493,0.082527,0.021674,0.030732,0.072754,0.07309,0.062656,0.038714,0.002775,-0.007015,0.102104,0.118653,-0.00071,-0.05717,0.109249,0.107046,0.111188,0.232364,0.17411,0.303409,0.361166,0.203421,0.314308,0.327459,0.395597,0.407426,0.388402,0.349514,0.376794,0.425909,0.40041,0.418637,0.403245,0.415482,0.303395,0.31712,0.311293,0.345695,0.257117,0.186703,0.349427,0.398404,0.385654,0.364022,0.397342,0.437086,0.339358,0.412064,0.448892,0.591122,0.567447,0.276068,0.362368,0.52457,0.483412,0.630839,0.603201,0.571455,0.456791,0.395282,0.486373,0.528453,0.424598,0.47092,0.510503,0.479021,0.427431,0.455963,0.605727,0.878324,0.938574,1.023772,1.371344,1.553494,1.845514,1.964788,1.973784,1.88532,1.601949,1.555713,1.267694,0.881359,0.667316,0.260751,-0.249622,-0.31971,-0.435016,-0.412815,-0.420665,-0.589164,-0.512452,-0.548606,-0.728879,-0.544101,-0.590751,-0.557766,-0.532021,-0.544895,-0.537997,-0.466898,-0.535876,-0.430961,-0.194115,0.337471,1.060959,1.157503,0.859102,0.228766,-0.736355,-1.540744,-1.840032,-1.93714,-1.306007,-1.43715,-2.022201,-3.176833,1
-1.227759,-3.286158,-4.021375,-4.681,-4.054377,-2.848413,-1.971877,-1.553342,-0.73977,-0.249528,-0.241062,-0.225941,-0.242112,-0.134538,-0.135549,-0.224456,-0.263057,-0.203492,-0.210842,-0.240898,-0.379402,-0.34089,-0.34685,-0.378252,-0.354769,-0.455182,-0.412653,-0.615872,-0.59326,-0.712577,-0.776192,-0.840256,-0.858407,-0.71512,-0.865337,-0.779268,-0.824654,-0.873244,-0.833671,-0.75357,-0.664273,-0.577039,-0.328281,-0.219468,-0.131827,-0.055075,0.023814,0.047383,0.048,0.161103,0.17152,0.16481,0.11281,0.216403,0.15398,0.216036,0.255292,0.200017,0.239016,0.20589,0.286619,0.295618,0.278865,0.305948,0.324015,0.267389,0.343609,0.418076,0.426259,0.45587,0.511978,0.453903,0.565721,0.636943,0.712178,0.70798,0.609972,0.603517,0.631462,0.599332,0.574281,0.590724,0.495265,0.490517,0.545192,0.457606,0.491446,0.407219,0.442433,0.398551,0.366491,0.398497,0.341453,0.365481,0.35561,0.383023,0.404553,0.544076,0.748163,0.936485,1.068469,1.222783,1.336578,1.631686,1.888718,1.859019,1.891918,1.693464,1.581762,1.263508,0.979438,0.749962,0.260196,-0.051818,-0.106734,-0.212868,-0.181005,-0.236917,-0.240976,-0.209198,-0.176922,-0.165459,-0.161635,-0.213713,-0.200632,-0.219461,-0.211646,-0.126183,0.000869,0.382635,1.061924,1.101964,1.112123,1.130015,0.791514,0.261947,0.216349,0.53638,0.552845,-1.808355,1
-1.335391,-3.469011,-3.814886,-4.390504,-4.006289,-3.284897,-2.157103,-1.382129,-1.03015,-0.577657,-0.152247,-0.347349,-0.303949,-0.272714,-0.203822,-0.130907,-0.086812,-0.156653,-0.132589,-0.103724,0.10061,0.210128,0.10829,-0.028556,-0.14064,-0.051812,-0.107263,-0.164266,-0.135311,-0.009037,0.074634,0.172903,0.458991,0.457689,0.057334,-0.249827,-0.142582,0.258033,0.279639,0.073788,0.185026,0.134272,0.204166,0.391883,0.308397,0.316915,0.37525,0.319246,0.129543,0.050297,0.176743,0.218324,0.200856,0.106175,0.08656,0.306757,0.259182,0.043706,-0.060893,-0.18929,-0.23511,-0.108765,0.009186,0.006796,0.109856,0.096633,0.022158,0.006585,0.031847,0.226447,0.311144,0.288215,0.220243,0.26443,0.381366,0.464662,0.606608,0.650255,0.506357,0.399415,0.338024,0.299159,0.342267,0.367274,0.268788,0.257608,0.340005,0.345979,0.34131,0.467615,0.358037,0.360175,0.486692,0.391364,0.543666,0.801552,0.97279,0.947038,1.133136,1.372653,1.733094,2.077357,1.94154,2.067087,1.965931,1.749306,1.526085,1.155163,1.069059,0.721835,0.548531,0.10818,-0.142922,-0.264507,-0.376773,-0.354241,-0.206048,-0.283979,-0.410702,-0.417235,-0.493292,-0.292615,-0.394619,-0.341781,-0.232109,-0.35916,-0.278098,0.083357,0.487947,1.058067,1.096476,0.725583,0.344558,-0.705646,-1.396663,-1.598254,-1.132319,-0.526385,-0.491859,-2.200485,1
-0.570575,-3.018294,-4.255154,-4.170565,-3.825495,-2.95522,-1.756036,-1.505999,-1.114681,-0.414078,-0.209994,-0.25282,-0.179149,-0.255399,-0.226589,-0.239999,-0.251782,-0.310432,-0.290352,-0.285168,-0.318718,-0.332071,-0.436251,-0.379758,-0.415611,-0.510261,-0.54042,-0.619866,-0.69588,-0.676503,-0.70446,-0.725685,-0.812617,-0.862185,-0.754848,-0.8928,-0.907106,-0.783433,-0.831319,-0.754541,-0.69783,-0.688145,-0.620241,-0.581113,-0.390256,-0.39671,-0.298676,-0.048377,-0.159402,-0.012299,0.027222,-0.021089,0.023121,0.075499,0.118852,0.067285,0.127008,0.201185,0.20574,0.207521,0.263098,0.234971,0.26323,0.272387,0.383154,0.382231,0.268142,0.433512,0.427967,0.50722,0.546129,0.519579,0.634207,0.521929,0.616714,0.610242,0.491139,0.575759,0.62302,0.571715,0.623103,0.494068,0.530789,0.589829,0.523126,0.492686,0.476061,0.518157,0.433309,0.466407,0.474858,0.451523,0.433766,0.434351,0.540318,0.722571,0.826427,1.048554,1.112254,1.340278,1.560997,1.700551,1.924083,1.835127,1.873557,1.743468,1.531184,1.421121,1.158227,0.844446,0.456391,0.094327,-0.110867,-0.296594,-0.370124,-0.384102,-0.421969,-0.37909,-0.331934,-0.379925,-0.335596,-0.36886,-0.354065,-0.337588,-0.395248,-0.432478,-0.341531,-0.344439,-0.154491,0.24259,0.807573,0.751694,0.816106,0.911044,0.958945,0.764745,0.876647,1.284151,1.924787,0.481181,1
-0.420194,-2.289541,-3.230651,-3.765561,-3.73261,-3.587057,-2.835079,-1.882829,-1.627484,-1.396148,-0.81737,-0.600969,-0.599097,-0.556733,-0.562518,-0.480965,-0.516651,-0.479453,-0.469141,-0.510859,-0.491467,-0.569162,-0.569198,-0.555722,-0.560692,-0.639244,-0.674723,-0.657076,-0.697631,-0.718623,-0.683022,-0.794052,-0.753417,-0.766026,-0.738258,-0.7805,-0.761007,-0.692768,-0.679944,-0.71245,-0.601525,-0.531601,-0.466217,-0.376868,-0.321106,-0.276961,-0.234745,-0.205916,-0.180135,-0.061638,-0.10557,-0.149142,-0.065153,-0.086509,-0.094128,-0.097792,-0.037322,-0.06779,-0.055179,-0.053068,-0.0431,0.004751,-0.027189,0.012098,0.154218,0.108918,0.109082,0.248476,0.275582,0.336243,0.29353,0.370094,0.397343,0.437094,0.463209,0.526799,0.506666,0.509167,0.490899,0.532362,0.477033,0.571155,0.526676,0.395346,0.474404,0.426944,0.4449,0.423484,0.397782,0.377482,0.427449,0.444983,0.520645,0.530427,0.69082,0.83324,0.918248,1.075241,1.157115,1.312852,1.647978,1.81943,1.916244,1.836149,1.79698,1.672184,1.491328,1.395224,1.080505,0.85725,0.608442,0.221979,0.098965,0.094937,-0.018631,0.068928,0.084733,0.009736,0.048141,0.004588,0.009386,0.001839,0.071356,0.042397,0.04665,0.074311,0.066422,0.193962,0.390976,0.826651,1.12751,1.100476,1.269212,1.382491,1.289163,1.058156,1.028888,1.191011,1.621914,0.263927,1
