Config: 
 {
  "model_name": "BlipV3Dataset_model_rnn_loss_ce_lr_0.05_epochs_200",
  "model_save_path": "/home/ramesh/work/TimeSeriesSaliencyMaps/nte/trained_models/all_bbms/",
  "model": "rnn",
  "loss": "ce",
  "timesteps": 10,
  "num_classes": 2,
  "rnn_config": {
    "ninp": 1,
    "nhid": 20,
    "nlayers": 1,
    "nclasses": 2
  },
  "dnn_config": {
    "layers": [
      10,
      10,
      2
    ]
  },
  "batch_size": 32,
  "num_epochs": 200,
  "learning_rate": 0.0005,
  "dependency_meta": ""
}
Model: 
 RNN(
  (rnn_cell): GRU(1, 20, batch_first=True)
  (fc1): Linear(in_features=20, out_features=2, bias=True)
)
Epoch [1/200] | Loss: 0.6976 |  Accuracy: 0.4938 | Prediction Confidence: 0.51 | Class 0:0.5145 | Class 1:nan
Epoch [61/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:0.9999
Epoch [62/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:0.9999
Epoch [63/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:0.9999
Epoch [64/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [65/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [66/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [67/200] | Loss: 0.0001 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [68/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [69/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [70/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:0.9999 | Class 1:1.0000
Epoch [71/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [72/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [73/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [74/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [75/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [76/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [77/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [78/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [79/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [80/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [81/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [82/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [83/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [84/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [85/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [86/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [87/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [88/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [89/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [90/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [91/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [92/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [93/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [94/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [95/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [96/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [97/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [98/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [99/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [100/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [101/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [102/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [103/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [104/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [105/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [106/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [107/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [108/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [109/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [110/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [111/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [112/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [113/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [114/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [115/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [116/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [117/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [118/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [119/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [120/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [121/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [122/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [123/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [124/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [125/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [126/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [127/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [128/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [129/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [130/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [131/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [132/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [133/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [134/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [135/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [136/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [137/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [138/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [139/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [140/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [141/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [142/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [143/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [144/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [145/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [146/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [147/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [148/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [149/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [150/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [151/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [152/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [153/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [154/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [155/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [156/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [157/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [158/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [159/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [160/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [161/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [162/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [163/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [164/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [165/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [166/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [167/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [168/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [169/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [170/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [171/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [172/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [173/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [174/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [175/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [176/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [177/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [178/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [179/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [180/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [181/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [182/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [183/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [184/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [185/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [186/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
